keyword,ecmax
polymer matrix,172750.08
a novel role for skeletal muscle in tumour growth and proliferation,172750.08
cachexia,172750.08
secreted factors,172750.08
myotumour,172750.08
tumour,172750.08
hyper-doped,172750.08
fabrication of direct bandgap,172750.08
portal,172750.08
band-engineering,172750.08
gesn:al,172750.08
pulse laser melting,172750.08
gesn:sb,172750.08
germanium-tin,172750.08
thin and strain-tailored gesn:sb- and gesn:al-on-ge layers,172750.08
viollab,172750.08
legal institutions,172750.08
violence and labour discipline in early modern britain,172750.08
history of italian migration,172750.08
history of labour migration,172750.08
sicilians dreaming louisiana: agents of migration and labour recruiters on the palermo-new orleans route (1865-1901),172750.08
ion-man,172750.08
rational design of polymerized ionic liquid electrolytes for multivalent ion batteries,172750.08
polymerized ionic liquids,172750.08
mg metal anode,172750.08
mg batteries,172750.08
studying the landscape of axion models and providing software tools for the next generation of axion searches,172750.08
axitools,172750.08
mobility and life histories in the alps - understanding prehistoric social strategies in mountain environment,172750.08
mola,172750.08
chalcholitic,172750.08
volume growth,172750.08
discrete model,172750.08
multi-soft,172750.08
multi-scale and multi-physics modelling of soft tissues,172750.08
gel,172750.08
instability and bifurcation,172750.08
experimental techniques,172750.08
projection of security vulnerabilities caused by exploits in dependencies,172750.08
prosved,172750.08
dual stimuli-responsive nanoparticles to achieve brain multi-drugs delivery improving the treatment of neurodegenerative disorders,172750.08
bravery,172750.08
in-vivo studies,172750.08
controlled-release,172750.08
brain-delivery,172750.08
biodistribution,172750.08
in-vitro studies,172750.08
integrating terrestrial and aquatic archaeozoological studies: venice and the northern adriatic lagoons between antiquity and the early middle ages,172750.08
human-animal-environment relationships,172750.08
biometry,172750.08
inter aquas,172750.08
northern adriatic,172750.08
feeding behaviours,172750.08
inch,172750.08
and health,172750.08
infant nutrition,172750.08
lipid residue analysis,172750.08
embalming and dating: investigating life and death in ancient egypt,172750.08
mummification,172750.08
ct scanning,172750.08
heads,172750.08
radiocarbon analysis,172750.08
water waves equations and structures,172750.08
navier-stokes equations,172750.08
theoretical analysis of fluid-structure interaction problems and applications,172750.08
elasticity pdes of suspension bridges,172750.08
boussinesq-abbott system,172750.08
thanafsi,172750.08
qualitative properties of solutions of pdes,172750.08
constant mean curvature surfaces,172750.08
traveling waves,172750.08
reaction-diffusion systems,172750.08
variational methods,172750.08
parabolic equations,172750.08
nonlinear partial differential equations describing front propagation,172750.08
nfrogs,172750.08
allen-cahn,172750.08
geometric variational problems and singularities.,172750.08
ginzburg-landau,172750.08
circrna,172750.08
bactherna,172750.08
bacterial-derived therapeutics based on circrnas (bactherna),172750.08
finite element model updating,172750.08
sensing and model-based approach for reliable and timely bridge rehabilitation enhancement,172750.08
drive-by-bridge monitoring,172750.08
brigdes,172750.08
self-monitoring of prostate cancer by automated hybrid recognition of exosomal mirna: toward personalized analytical tool,172750.08
mechanism design,172750.08
seal,172750.08
social choice,172750.08
logics for multi-agent systems,172750.08
strategic reasoning for socially good mechanisms,172750.08
maximised potential dna/rna detecting device,172750.08
ampd,172750.08
poc miniaturisation,172750.08
at-home,172750.08
subsurface environments,172750.08
subcarb,172750.08
deciphering subsurface carbon fixation,172750.08
flux balance analysis,172750.08
unraveling redox regulation in cancer stem cells as a potential therapeutic target for breast cancer,172750.08
stemox,172750.08
combining advanced numerical simulations and strong gravitational lensing observations to put new constraints on the nature of dark matter,172750.08
hydrodynamical simulations,172750.08
slide,172750.08
regalia,172750.08
quantitative bounds,172750.08
resource approximation,172750.08
programming language theory,172750.08
relating qualities and quantities by resource approximation,172750.08
fluency as faithfulness: a cognitive approach to an interpreting mega-corpus,172750.08
interpreting studies,172750.08
sociophonetics,172750.08
the emotional aspects of resistance and solidarity,172750.08
tears,172750.08
oppression resistance emotions sexism racism emancipation self-transformation narrativity,172750.08
bone quality,172750.08
myosteatosis,172750.08
cortical porosity,172750.08
resonance fingerprinting,172750.08
bone imaging,172750.08
multiparametric evaluation of osteosarcopenia disease using magnetic resonance imaging,172750.08
muscle quality,172750.08
osteosarcopenia,172750.08
kiwiquali,172750.08
optimizing kiwifruit quality through estimation of leaf stomatal conductance from sap flux density,172750.08
regrade-cs,172750.08
reversible gray debugging of concurrent systems,172750.08
reversible computing,172750.08
erlang,172750.08
concurrency theory,172750.08
debugging,172750.08
tular,172750.08
transculturality and social innovation in frontier areas of pre-roman italy,172750.08
dendritic input clustering,172750.08
heterosynaptic plasticity,172750.08
synemo,172750.08
inhibitory plasticity,172750.08
synaptic dendritic architecture as a determinant for processing emotional information of opposite value in amygdalar-hippocampal subnetworks,172750.08
and stock markets in the eu,172750.08
dependencies and volatility spillovers among carbon,172750.08
statistical methods,172750.08
asset prices and international finance,172750.08
additive manufaturing,172750.08
3d printing fabrication of tailored interfaces for pressurized protonic ceramic electrolysis cells,172750.08
pressuriz3d,172750.08
pcec,172750.08
pressurized pcec,172750.08
protonic ceramic electrolysis cell,172750.08
glass-ceramic,172750.08
advanced fabrication,172750.08
pressurized cell,172750.08
machine-learning polymer gel's elasticity and structure,172750.08
coarse-grained simulations,172750.08
mgels,172750.08
tax morale and social desirability bias: examining the shadow economy experimentally,172750.08
shadow economy,172750.08
list experiment,172750.08
tax morale,172750.08
taxmoralbias,172750.08
social bias,172750.08
neuroactive compounds in tomatoes and their role in the development of neurodegenerative diseases via the gut-brain axis using a multi-omics approach,172750.08
neurotom,172750.08
novel user-friendly ultrasound methods for monitoring and prevention of cerebral hypoxia,172750.08
cerebral hypoxia,172750.08
acute mountain sickness,172750.08
high-altitude,172750.08
us-chimp,172750.08
two-photon mesoscope,172750.08
astroscope,172750.08
acetylcholine,172750.08
mesoscale two-photon imaging of astrocytic calcium dynamics and neuromodulation during multisensory perception,172750.08
association cortices,172750.08
genetically encoded sensor,172750.08
tandem electrocatalyst,172750.08
c2+ selective product,172750.08
solar-powered co2 electroreduction,172750.08
hydrophobic gas diffusion electrode (gde),172750.08
co2 reduction reaction (co2rr),172750.08
flooding-tolerant c2-selective co2 reduction electrode based on hydrophobic cu-w tandem electrocatalyst,172750.08
fotocer,172750.08
p-adic cohomology,172750.08
tame cohomology,172750.08
mipac,172750.08
p-adic hodge theory,172750.08
motivic integral p-adic cohomologies,172750.08
motivic homotopy theory,172750.08
motives,172750.08
ienergy,172750.08
energy governance,172750.08
improving policy and legislative mechanisms for international investment to renewable energy transition,172750.08
investment protection,172750.08
regulatory change,172750.08
mediterranean mass mobilities and displacements in the age of steam (1869-1914),172750.08
shipping companies,172750.08
low-cost mass transport,172750.08
transport revolution,172750.08
passenger lines,172750.08
medmad,172750.08
transition from sail to steam navigation,172750.08
beam self-cleaning for spatiotemporal mode-locked fiber lasers,172750.08
beamlocker,172750.08
conformal invariance,172750.08
correlation functions,172750.08
superspace,172750.08
higher-spins,172750.08
dualities,172750.08
higherspincft,172750.08
higher-spin symmetry and duality in (super)conformal field theory,172750.08
civic performance,172750.08
artistic performance,172750.08
identifications,172750.08
cultural racism,172750.08
identifications. a psychoanalytic/political study of performances countering intra-european cultural racism,172750.08
quantitative live-imaging,172750.08
popyna,172750.08
intra-tumor heterogeneity,172750.08
single-cell and live-imaging approaches to study intra-tumor heterogeneity and population dynamics in colorectal cancer organoids,172750.08
multiferroic,172750.08
plused laser deposition (pld),172750.08
multiferroic oxide 2degs for reconfigurable nonvolatile memory nanodevices (modern),172750.08
spin-orbit interaction,172750.08
2 dimensional electron gases (2degs),172750.08
magnetotransport,172750.08
metal exsolved catalysts for the co2 valorisation to methanol: design,172750.08
co2 hydrogenation to methanol catalysis,172750.08
and characterisation of next-generation catalysts,172750.08
operando raman,172750.08
unravelling their structure-activity relationship,172750.08
high-pressure photoelectron spectroscopy,172750.08
mexcat,172750.08
in situ transmission electron microscopy,172750.08
in situ infrared spectroscopy,172750.08
nanoparticle exsolution,172750.08
syncon,172750.08
the role of interpersonal neural synchrony during verbal conversations: correlation,172750.08
personalized neuroscience,172750.08
phonetic convergence,172750.08
interpersonal neural synchrony,172750.08
conversation,172750.08
multi-person brain stimulation,172750.08
causation and personalization,172750.08
mutidrug resistance,172750.08
polymeric cyclodextrin-based supramolecular constructs photoreleasing nitric oxide for combating antibiotic resistance,172750.08
cyclodextrin polymers,172750.08
the long eighteenth century,172750.08
towards an alternative history of the age of goethe,172750.08
german philosophy,172750.08
canon-formation,172750.08
alt history,172750.08
literature and philosophy as socially mediated phenomena,172750.08
towards green hydrogen by layered metal halide perovskite heterostructures,172750.08
gamma-convergence,172750.08
dislocation models,172750.08
variational coarse-graining of lattice energies for crystal defects: applications to partial dislocations and stacking faults,172750.08
vortex  models,172750.08
varcrysdef,172750.08
discrete-to-continuum variational analysis,172750.08
polyfun,172750.08
constructing functional polyolefins through an iron catalyzed one-pot polymerization functionalization strategy,172750.08
mnes,172750.08
micropopulism,172750.08
the micro-foundations of macro-institutions: an empirical investigation of the co-evolution of populist rhetoric and organizations,172750.08
co-evolution,172750.08
multi-modal imaging,172750.08
an x-ray beam tracking approach to retrieve directional information in biological specimens,172750.08
biodir-x,172750.08
phase-contrast,172750.08
directional imaging,172750.08
ultra-small angle scattering,172750.08
pre-clinical imaging,172750.08
strategic investments in mitigation,172750.08
intertemporal dynamics,172750.08
water-energy-food nexus,172750.08
simaris,172750.08
adaptation and resource recovery innovations at basin scale - simaris,172750.08
hydro-economic model,172750.08
brillouin scattering,172750.08
fast brillouin microscopy for phase transition,172750.08
linguistic resources,172750.08
morphologically linked old irish resource,172750.08
old irish,172750.08
inflected lexicons,172750.08
molor,172750.08
linguistic linked open data,172750.08
delatop,172750.08
cavity chemistry,172750.08
deep learning augmented topologically-protected photocatalysts,172750.08
quantum estimation and control for advanced noisy metrology,172750.08
qecanm,172750.08
time-continuous measurements,172750.08
multiparameter quantum estimation,172750.08
solid through rigid electrolyte: advanced measurements,172750.08
ferroelectric field-effect transistor,172750.08
tcad simulation,172750.08
easifet,172750.08
electron devices modeling,172750.08
schottky barrier field-effect transistor,172750.08
energy-efficient artificial synapses based on innovative ferroelectric transistors,172750.08
edisens,172750.08
edible bioengineering,172750.08
an edible microelectrofluidic biosensor for gastric enzyme quantification,172750.08
edible electronics,172750.08
social cognition in 22qll.2 schizophrenia mouse model – role of mpfc dysfunction and oxytocin,172750.08
lgdel-mpfc,172750.08
human-environment interactions in and around venice lagoon: micro-ecologies and geoarchaeological narratives from roman period to middle ages,172750.08
waterscapes,172750.08
ancient harbours,172750.08
multi-proxy,172750.08
cross-diffusion,172750.08
a mesoscopic approach to cross-diffusion modelling in population dynamics,172750.08
mesocromo,172750.08
skt system,172750.08
asymptotic-preserving schemes,172750.08
fast-reaction,172750.08
mesoscopic modelling,172750.08
western esotericism,172750.08
mys-speaked,172750.08
contemporary mysticism,172750.08
literature and religion,172750.08
mystical emotions and the limits of language in contemporary italian,172750.08
literature and emotion,172750.08
mystical literature,172750.08
and english literatures,172750.08
pacman,172750.08
spatially and environmentally actuable nancomposite hydrogels towards nervous system repair,172750.08
bacterial colonization,172750.08
wrinkling instabilities,172750.08
controlled flows,172750.08
mobile,172750.08
investigating microbial colonization and removal on dynamic patterned surfaces,172750.08
journal poetics - literature and media in the age of goethe,172750.08
journal poetics,172750.08
electrophysiological recording,172750.08
curved optoelectronic system to monitor ocular signals,172750.08
corneal tissue engineering,172750.08
corneal wound healing,172750.08
orbit-d,172750.08
observing binaries in transition discs,172750.08
protoplanetary discs -- transition discs -- circumbinary discs -- binary-disc interaction theory -- hydrodynamics,172750.08
cortico-muscular resonance cmr,172750.08
sensorimotor planning,172750.08
reactive adaptive behaviour elicited by events in close proximity of the body,172750.08
reactive adaptive behaviour (rab),172750.08
rab-pps,172750.08
behavioural neurosience,172750.08
tetrahydrocannabinol,172750.08
flash chemistry,172750.08
ring expansion,172750.08
expand flow,172750.08
expand flow – accessing new chemical space via a combined flash- and photochemical flow chemistry approach for the functionalisation and ring expansion of heterocycles,172750.08
photochemical flow chemistry,172750.08
diracfec,172750.08
broadband communications,172750.08
design of intelligent ris-aided cell-free networks for energy-efficient coexistence between embb+ and mmtc+,172750.08
machine-type communications,172750.08
electrolyte optimization for enhancing green ammonia production from nitrogen electroreduction,172750.08
shear,172750.08
the role of stress history on the earthquake potential of faults,172750.08
gene-environment associations,172750.08
medforact,172750.08
adaptive,172750.08
mediterranean pines,172750.08
unveiling convergent adaptation in mediterranean pines to inform a new tool for the management of forest genomic resources,172750.08
safetyfans,172750.08
safetyfans: safety and sustainability by design: a framework for advanced nano-materials synthesis.,172750.08
bio-nano interactions,172750.08
stimulation obtained by ultrasound for neurodegeneration (sound),172750.08
photovoltaic materials,172750.08
underpin,172750.08
untranslated regions,172750.08
untranslated regions of rnas and protein networks in pathological phase separation: underpin,172750.08
fully autonomous search tool to investigate directly images and modeling of unexplored strong-lenses,172750.08
fastidious,172750.08
plasma-activated hydrogel: new frontiers solutions in cardiac regenerative medicine,172750.08
bio printed tissue models,172750.08
pacgel,172750.08
cardiac regenerative medicine,172750.08
operando investigation,172750.08
green energy conversion,172750.08
mi-core,172750.08
mechanistic insights into electrochemical co2 reduction reaction on copper-based alloys and intermetallics,172750.08
h. sapiens,172750.08
italian peninsula,172750.08
raw material provisioning and mobility patterns throughout the middle-to-upper palaeolithic transition in nw tuscany,172750.08
chert,172750.08
b cell antigen receptor signaling,172750.08
immunoglobulin classes,172750.08
follicular lymphoma,172750.08
follyway2hit,172750.08
double-hit lymphoma,172750.08
in situ follicular neoplasia,172750.08
deciphering the role of immunoglobulin classes in shaping follicular lymphoma molecular heterogeneity and evolution,172750.08
indigenous peoples' rights,172750.08
indigenous migration law - emic visions on borders,172750.08
imi-vision,172750.08
deep learning forecasting of induced seismicity for risk management operations,172750.08
causal reasoning,172750.08
narrativess,172750.08
behavioral bias,172750.08
policy opportunities and the emergence of self-serving narratives.,172750.08
economic narratives,172750.08
mental models,172750.08
labor unions,172750.08
microalgae cultivation in a wrrf scheme to improve circularity and risk-based assurance in wastewater treatment using digital tools.,172750.08
microalgae 4.0,172750.08
wild rodent model,172750.08
soil2gut,172750.08
impact of soil microbiodiversity on the development of wild mammal gut biota and immune function,172750.08
ecosystem microbiota,172750.08
conservation 'omics,172750.08
intranasal drug delivery,172750.08
3d conducting polymer scaffold,172750.08
a novel approach for modelling the human nose-brain axis in vitro,172750.08
micro-sense,172750.08
olfactory neurons,172750.08
nose-brain axis,172750.08
epipolypharma,172750.08
development of dual-targeting epigenetic modulators for polypharmacology-based cancer therapy,172750.08
reflection in warped accretion disks around black holes,172750.08
astrophysical accreting black holes,172750.08
mias,172750.08
model invariants in algebraic statistics,172750.08
actresses' bodies,172750.08
19th and 20th centuries,172750.08
hysteria,172750.08
italian grand guignol,172750.08
hystheas,172750.08
female body exposure,172750.08
spectacularity of the pathological body,172750.08
gesture and body writing,172750.08
hysterical pose and iconography,172750.08
the hysterical body between medical science and theatre (19th-20th century),172750.08
clarasar,172750.08
characterising multi-stage landslide activity rates with synthetic aperture radar satellite data,172750.08
plant-based meat alternatives,172750.08
providing risk-benefit insights of shifting to meat alternatives,172750.08
the g-q-reat eskape,172750.08
druggability of g-quadruplexes,172750.08
in silico screening,172750.08
g-quadruplex,172750.08
promising modulators for antimicrobial resistance,172750.08
molecular circuits of sex dimorphism in cardiometabolic traits and risk factors,172750.08
sex dimorphism,172750.08
single photon emitters,172750.08
spad array,172750.08
eldopp,172750.08
novel single photon sources based on electrical doped perovskite quantum dots,172750.08
gas challenge,172750.08
hyperoxic mri of perivascular spaces,172750.08
neurological disease,172750.08
perivascular spaces,172750.08
heavy metal free nanocrystals,172750.08
fluorographene,172750.08
ir photodetector,172750.08
infared plasmonics,172750.08
infralight,172750.08
plasmon hotspot,172750.08
collecting plasmonic near-infrared photons through a schottky junction,172750.08
neuropsychiatric impairments and neurotransmitter-related functional alterations in alzheimer’s disease,172750.08
ninfa-ad,172750.08
beating induction,172750.08
cardiac tissue design,172750.08
3d hydrogel structuring,172750.08
cavitation molding,172750.08
cardinal,172750.08
and assessment using multiwavelength light (cardinal),172750.08
selma,172750.08
support engineering in single-atom catalysts for light-driven c-x coupling processes,172750.08
sccamc,172750.08
stabilization of carbon chain and application on metal-free catalyst,172750.08
secrets of nature,172750.08
natural magic,172750.08
history of science and technologies,172750.08
renaissance philosophy,172750.08
the academia secretorum naturae : magic,172750.08
aristotelianism,172750.08
secrets and instruments of experimental science in the sixteenth-century naples,172750.08
superlattices,172750.08
three-dimensional structure,172750.08
spureper,172750.08
building perovskite superlattices by shape-tuning perovskite nanocrystals for enhanced superfluorescent emission,172750.08
spherical shape,172750.08
mycbacteria,172750.08
ban-boot,172750.08
boronic acids as a new strategy to boost beta-lactam antibiotics for the treatment of tubercolosis,172750.08
tinytrend,172750.08
revealing environmental causes of preterm births in a quasi-experimental framework,172750.08
rna dynamics prediction with diffusion models,172750.08
rna-diffusion,172750.08
coarse graining,172750.08
score-based generative modelling,172750.08
diffusion model,172750.08
stochastic quantisation of quantum field theories with bosons and fermions,172750.08
stoconyuqed,172750.08
stochastic analysis,172750.08
electroweak,172750.08
parton-shower,172750.08
poeblita,172750.08
polarised electroweak bosons at the lhc with improved theoretical accuracy,172750.08
contested holiness,172750.08
religious anthropology,172750.08
contemporary italy,172750.08
quasi-sante,172750.08
mystical italy. the contested side of holiness,172750.08
sanctity,172750.08
women studies,172750.08
inscribed material culture,172750.08
linguistic practices,172750.08
religious and ritual practices,172750.08
social practices,172750.08
sign-it – signacula in roman and post-roman italy: marking religious and cultural identity (2nd-11th c. ce),172750.08
sign-it,172750.08
labor organization,172750.08
intersectional faces of labor organization: solidarity and mobilizations in logistics in europe,172750.08
infala,172750.08
mongolic languages of china,172750.08
language contact and heterogeneity in the hybrid chinese dialects in north-west china,172750.08
gansu-qinghai dialects,172750.08
laconc,172750.08
hybrid dialects,172750.08
scanning probe techniques,172750.08
multidimensional generation of bulk photovoltaic currents by vectorial light engineering,172750.08
structured light,172750.08
numerical optimization,172750.08
maple,172750.08
criminal and state governance in the time of the covid-19 pandemic: evidence from mexico,172750.08
applied (spatial) econometrics,172750.08
covidcrimes,172750.08
criminal and state governance,172750.08
chalcogen bond,172750.08
halogen bond,172750.08
sigma-hole interactions,172750.08
photo switchable activation of sigma-hole,172750.08
facilitating autonomy in astrodynamics for spacecraft technology,172750.08
faast,172750.08
biofrac,172750.08
modelling of fracture in soft biological tissues,172750.08
fractional calculus,172750.08
trm,172750.08
aesthesis,172750.08
innovative multi-functional retrofitting systems for heritage structures,172750.08
strengthening,172750.08
heritage structures,172750.08
parton distribution functions,172750.08
bayesian tools for one-dimensional and three-dimensional hadron structure,172750.08
bayhadron,172750.08
transverse-momentum- dependent functions,172750.08
gaussian processes,172750.08
global fits,172750.08
large-scale subcellular ensemble dynamics in the mouse brain revealed by adaptive optics two-photon mesoscopy,172750.08
sub-cellular resolution,172750.08
l5 neurons,172750.08
adam,172750.08
two-photon random access microscopy,172750.08
glamorous,172750.08
glass and metal mutual (bio)-corrosion : conservation of museum collections in storage.,172750.08
impedance spectroscopy,172750.08
alteration,172750.08
prune,172750.08
uncovering the proteomic radial organization within the eukaryotic nucleus,172750.08
nuclear radial organization,172750.08
lineage specification,172750.08
vulnerable neurons,172750.08
sex-differences,172750.08
intraneuronal amyloids,172750.08
role of reactive microglia and intraneuronal amyloids on neuronal vulnerability in early alzheimer’s disease,172750.08
intraflame,172750.08
spatial confinement,172750.08
wave turbulence,172750.08
hamiltonian systems,172750.08
edysc,172750.08
out-of-equilibrium dynamics of spatially confined hamiltonian systems.,172750.08
disk instabilities in highly accreting neutron stars,172750.08
diana,172750.08
tight junctions,172750.08
atp-binding proteins,172750.08
development of glioblastoma and blood-tumour barrier models for investigating the combination therapy of anticancer agents and efflux pump inhibitors,172750.08
patient-derived models,172750.08
inhibitors of efflux pumps,172750.08
gbm4epi,172750.08
blood-tumour barrier,172750.08
large-scale excited state dynamics,172750.08
photosystems,172750.08
transient delocalization,172750.08
charge separation,172750.08
design rules for novel organic photovoltaics from natural photosystems through computational modelling,172750.08
exciton transport,172750.08
denovo,172750.08
multi-scale approaches,172750.08
renoir,172750.08
resonant inelastic x-ray scattering,172750.08
bethe-salpeter,172750.08
green’s functions,172750.08
revealing electron phonon coupling from rixs,172750.08
presert: linking prefrontal cortex,172750.08
serotonin transporter and social cognition.,172750.08
presert,172750.08
efflux,172750.08
serotonin transporter,172750.08
topsing,172750.08
ambrosio-tortorelli approach to topological singularities,172750.08
precision-adjustable single-system decision-making,172750.08
pass-dm,172750.08
confidence certainty cost-benefit-tradeoff subjective-value mental-effort simulation memory attention,172750.08
secure operation,172750.08
feasible,172750.08
autonomous vehicle platoons,172750.08
energy conservation,172750.08
federated learning-based distributed control for heterogeneous platoons of connected autonomous electric vehicles,172750.08
hipflapp: high precision flavoured particle production at the large hadron collider,172750.08
hipflapp,172750.08
physics of deep learning,172750.08
deep learning theory,172750.08
correlations-oriented representation learning,172750.08
hierarchical learning,172750.08
tackling fibrosis and inflammation in lama2-rd by in vivo modulation of a novel modifier gene,172750.08
muscular dystrophy,172750.08
modifier genes,172750.08
lama2-rd,172750.08
lama2-tfimg,172750.08
sharp regularity bounds of maximal functions,172750.08
sobolev space,172750.08
maximal function,172750.08
sharp constant,172750.08
extremization,172750.08
srmf,172750.08
endpoint,172750.08
smart material system to enhance the service life of reinforced concrete structures,172750.08
solcat,172750.08
heteroatom coupling reactions,172750.08
solid frustrated-lewis-pair single-atom catalysts for efficient photocatalytic amidation processes,172750.08
carboxylic acid amidations,172750.08
ultrathin nanosheets,172750.08
3d ma-based metal halide perovskites,172750.08
2d metal halide perovskites,172750.08
moiré patterns in twisted heterostructures of ultrathin metal halide perovskite nanosheets,172750.08
twistpvsk,172750.08
twsited heterostructures,172750.08
african archaeology,172750.08
symbolism and iconography of ancient egypt and sub-saharan africa,172750.08
essa,172750.08
dissecting mechanisms of epigenetic reprogramming driving metastatic transition using cancer patient-derived organoids,172750.08
epimetapdo,172750.08
understanding chemical recycling of solid plastic waste via theoretical approach,172750.08
cycler,172750.08
kinetic modeling,172750.08
solid plastic waste,172750.08
cliagrosec,172750.08
the impacts of climate protection on agricultural productivity and food security,172750.08
agro-food policy,172750.08
general equilibrium modelling,172750.08
extreme mass ratio binaries,172750.08
compact objects,172750.08
fcort,172750.08
geodesic integration,172750.08
event horizon,172750.08
ray tracing,172750.08
fusion of compact objects by ray tracing: gravitational wave observables from the time evolution of the event horizon in extreme mass ratio mergers,172750.08
carbon emission,172750.08
electricity market modelling,172750.08
navigating energy storage challenges: profitability and net zero goals in europe's energy transition,172750.08
strigosense,172750.08
crop adaptation,172750.08
strigolactones,172750.08
priming agents,172750.08
a versatile biosensor of strigolactone responses in plants,172750.08
organs-on-a-chip,172750.08
posterior segment diseases,172750.08
ocular drug delivery,172750.08
transscleral delivery,172750.08
nanoret,172750.08
nanocarriers optimization for periocular drug delivery to the retina,172750.08
ex vivo models,172750.08
ophthalmic formulations,172750.08
colloidal systems,172750.08
polymeric micelles,172750.08
enea silvio piccolomini,172750.08
historia de duobus amantibus,172750.08
alessandro braccesi,172750.08
antitus faure,172750.08
trade-pic,172750.08
cultural transfers,172750.08
rewritings,172750.08
vernacularisations,172750.08
depiction of women,172750.08
prosimetra,172750.08
translate and adapt an erotic story in the age of printing - the vernacular tradition of piccolomini’s historia de duobus amantibus. study and critical editions of the french and italian prosimetra,172750.08
book market,172750.08
stellar metallicity,172750.08
pantarhei: gas flows in galaxies at cosmic noon,172750.08
panta rhei,172750.08
gas outflows,172750.08
gas-phase metallicity,172750.08
scsd,172750.08
solid state nmr,172750.08
semiclassical molecular dynamics,172750.08
semiclassical spin dynamics in condensed phase,172750.08
in-operando spectroscopies,172750.08
thin-film growth,172750.08
physical synthesis of nanostructures,172750.08
x-ray optical excited luminescence,172750.08
characterising heterostructures and integrated methodologies for electronic real-time analysis in 2d materials,172750.08
from arendt to women’s courts,172750.08
feminist justice – counter-narratives –  politics of resignification – political trial – law and narrative – law and performativity – legal storytelling – women’s tribunals,172750.08
re-righting,172750.08
rewriting rights: feminist legal narra(c)tors,172750.08
computational methods in historical linguistic analysis,172750.08
germanic comparative linguistics,172750.08
valger,172750.08
language reconstruction,172750.08
verb valency in germanic: diachronic analysis and reconstruction of protolinguistic scenario,172750.08
parliamentarism,172750.08
ideas,172750.08
state cleavage,172750.08
social catholicism,172750.08
ecocit,172750.08
visions of economic citizenship in early welfare state france: networks,172750.08
revolutionary syndicalism,172750.08
church,172750.08
solidarisme,172750.08
corporatism,172750.08
and european interwar legacies.,172750.08
french third republic,172750.08
mediterranean region,172750.08
italian diaspora,172750.08
cosmopolitanism,172750.08
contemporary egypt,172750.08
subcolonialmed,172750.08
"""from immigrants to colonialists? italians in egypt and """"the others"""": fragments of subaltern agency in a colonial sea (1861 - 1911).""",172750.08
capitulations,172750.08
hydrated electrons,172750.08
advanced reduction processes,172750.08
hydrated electrons from irradiated metal-free semiconductors for per- and poly-fluoroalkyl substances degradation in water,172750.08
hero4pfas,172750.08
carbon diamond,172750.08
boron nitride,172750.08
vince,172750.08
vetting implicit normativity in climate economics,172750.08
uncertainty quantification and modelling bias inhibition by means of an agnostic synergistic exploitation of multi-fidelity data,172750.08
un-biased,172750.08
synfumir,172750.08
syntactic functionality of motion verbs in italo-romance,172750.08
romance linguistics,172750.08
motion verbs,172750.08
cross-linguistic variation,172750.08
human dimensions of biodiversity conservation: wildlife trade,172750.08
human-conservation,172750.08
geopolitical tensions,172750.08
wildlife trafficking,172750.08
covid-19 and geopolitics,172750.08
wildlife trade,172750.08
the impact of cosmic rays on the interstellar medium,172750.08
magneto-hydrodynamical simulations,172750.08
phytophthoras,172750.08
agriculture wastes,172750.08
biofungicides,172750.08
from waste to bio-based nanoparticles for the management of phytophthora diseases of citrus,172750.08
wabionaphy,172750.08
and climate. nietzsche’s environmental ethics.,172750.08
nietzsche,172750.08
whole heart,172750.08
panoramic,172750.08
panoramic optical manipulation of cardiac electrical dynamics: a novel tool to study complex arrhythmias,172750.08
optical epicardial mapping,172750.08
optocard,172750.08
piezoelectric polymer,172750.08
implantable electronic devices,172750.08
hexapod robot mimicking the heartbeat movement,172750.08
p(vdf-trfe) copolymer,172750.08
new energy harvesting technology for prolonging batteries life of implantable electronic devices.,172750.08
fatigue resistance testing,172750.08
new-tech,172750.08
spatiotemporally resolved experimental diagnostics,172618.56
phase-change heat transfer,172618.56
micro-channel heat sinks,172618.56
volume of fluid method,172618.56
flow boiling,172618.56
gem-sbp,172618.56
seismic oceanography,172618.56
geostatistical inversion,172618.56
geophysical modelling of shelf-to-basin processes,172618.56
ultra high resolution seismic,172618.56
shelf-to-basin processes,172618.56
decision making methodologies for optimal design and operation of energy systems,172618.56
energy systems engineering,172618.56
dmoptfes,172618.56
so-tox,172618.56
source apportionment,172618.56
airborne particles,172618.56
source and toxicological profile of airborne particles in african megacity,172618.56
rationale design of sustainable porous organosilicas for optimal co2 uptake from biogas,172618.56
periodic mesoporous organosilicas,172618.56
ch4 adsorption-separation,172618.56
injectable hydrogel,172618.56
3d bioprinting construct for the diminishing of bone tumor and progression of bone tissue regeneration: diagnosis of phenotyping in the cellular model and screening as a therapeutic platform,172618.56
tissueeng,172618.56
osteoinduction,172618.56
chiromagnetic nanoparticle,172618.56
puraqua,172618.56
3d printed fouling-resistant photoactive membranes for wastewater treatment,172618.56
sab,172618.56
hfcvd,172618.56
hemts,172618.56
the process of gan-on-diamond with si-based nanolayer sab technology,172618.56
gdsnl,172618.56
multimorbidity,172618.56
early-life origins,172618.56
early-life urban environmental exposures and childhood multimorbidity: an exposome-wide approach,172618.56
bioenhancers,172618.56
strategies to modulate the bioavailability of cannabinoids in edible products: in vitro tests,172618.56
nanoestructures,172618.56
cbdhighbio,172618.56
and pre-clinical assessment to generate reliable data for regulatory agencies,172618.56
