keyword,count
synlip,1
pyrimidine de novo synthesis in tumor endothelium: an overlooked target?,1
ec-intercom,1
free energy simulations,1
multiscale simulations of hiv capsid assembly and rna,1
simvirna,1
cg simulation of rna,1
proteolytic cleavage,1
green's function reaction dynamics,1
hybrid mm,1
capital gain taxes,1
concentrated family ownership,1
corpcontrol-in-tax,1
are big firm control and ownership structures crucially shaped by entwined fiscal policies?,1
corporate ownership structure,1
inheritance taxes,1
tax policy,1
income taxation,1
sauropoda,1
dinosauria,1
evosauraf,1
the evolution of long-necked dinosaurs of africa before the cenomanian-turonian extinction,1
early modern europe european republics,1
spaces and material culture. gender and politics in early modern european republics (venice,1
xv-xviii centuries),1
gender and politics,1
dogaresse,1
palazzo ducale,1
dogi,1
genova,1
ospama,1
non-eq-dyno,1
non-equilibrium dynamics in the milky way and local group,1
stellar dynamics,1
single-cell sequencing analysis of striatal gene regulatory networks in parkinson's disease,1
parkseq,1
mediterranean diet culture,1
connected hubs in ageing: healthy living to protect cerebrovascular function,1
changeing,1
widening regions,1
nano-plastic removal,1
inorganic -organic hybrid material,1
lignin-iron complexes for removal of nano-plastics in enhanced coagulation-flocculation from water,1
ligniron,1
linking population genomic and behavioural data to test fundamental hypotheses of sexually antagonistic coevolution.,1
popgensexcon,1
scattering-type scanning near-field optical microscopy (s-snom),1
infrared nanospectroscopy to understand and combat alzheimer's disease,1
amyloid-ß,1
nanoir4ad,1
islet amyloid polypeptide,1
plaques,1
listaf,1
structural color: photonic crystal,1
lignin and starch for tinting alternative foods,1
food nutrition,1
metabolic control of immune cell function during fungal infection,1
pentraxin 3,1
aspergillus fumigatus,1
metafun,1
lung-on-a-chip,1
governance and excellence,1
building resilient innovations in democracy,1
distance learning phd,1
european universities designing the horizons of sustainability,1
synergy higher education -researcher support,1
sustainable horizons,1
sustainability research,1
plant reproduction,1
visualization of plant hormone dynamics using bioluminescence during abiotic stress,1
horlumas,1
innovation transfer,1
innovation excellence in construction engineering: novel 3d concrete printing technologies and sustainable mixtures,1
exep3d,1
unfolding the early htt aggregates: an interdisciplinary approach for characterizing novel molecular events that impact heat shock response in huntington disease,1
huntingtin,1
unfearhd,1
a transfer of knowledge and technology for investigating gender-based inappropriate social interactions in the metaverse,1
meta-too,1
research on metaverse,1
twinning actions,1
in vitro 3d cell models,1
preclinical cancer research,1
twinning for excellence to strategically advance research in carcinogenesis and cancer,1
cutcancer,1
genomic instability,1
layered material,1
twinning on functional layered materials for advanced applications,1
funlayers,1
deciphering the molecular mechanism of inflammation orchestrated by keratinocytes during staphylococcus aureus infection in the skin,1
keratinocytes,1
skin infection,1
staph-in-skin,1
sure-amr,1
one health approach (oha),1
antimicrobial resistance (amr),1
strengthening ukraine’s research excellence in the field of antimicrobial resistance under a one health approach,1
cogbooster: rebooting psychological research through cognitive neuroscience,1
cogbooster,1
scientific literacy,1
hot4cryo,1
era chair holder to establish the electron cryo-microscopy analysis of cellular and artificial nanomachines,1
twinning to sustainable energy transition,1
twinn2set,1
third world,1
global belonging,1
socglobe,1
symbolic geography,1
socialist symbolic geography and global belonging: yugoslav travel writings in the third world,1
socialist travel writing,1
zebrafish larvae,1
mesoscopic,1
3m-2mnp-fe,1
microscopic,1
surface modification of microplastics,1
enzyme treatment of polymers,1
and macroscopic approaches to mitigate micro- and nano-plastics in the food and environment,1
food matrix,1
advances in food sensory analyses of novel foods,1
pro-health food,1
food descriptive,1
food sensory analysis,1
food sensory panel,1
sensory marketing,1
seasoned,1
cyclic peptides,1
bioengineered microbes as a platform for discovering chemical rescuers of disease-related misfolding of integral membrane proteins,1
s. cerevisiae,1
protein misfolding diseases,1
promisme,1
strimhealth,1
metabolic dysfunction-associated steatotic liver disease,1
strengthening translational research for improved metabolic health,1
laboratory for innovation in opto-mechanics,1
liom,1
application of a new kinetic microbial theory-microbial transition state- on enriched nitrifying activated sludge model,1
mtsonnas,1
cryoem@nova: a cryo electron microscopy hub enabling drug discovery,1
cryoematnova,1
micro electron diffraction,1
multicompartment combinatory pre-clinical model for melanoma drug screening,1
skinmodeloma,1
tissue culture,1
nanomedicines,1
screening platforms,1
3d spheroids,1
dynamics and structural analysis of 2d materials,1
microscopy and spectroscopy methods,1
expanding excellence,1
fine analysis,1
era chair in internet of underwater things at labust,1
uwin-labust,1
pangea cal/val center for enhancing earth observation r&i in the mediterranean,1
satellite calibration,1
pangea4calval,1
welfare surveillance: digital seams in the social safety net,1
surveilwel,1
how effective are illiberal strategies of citizen manipulation?,1
icman,1
hostility,1
modernization,1
excellent peripheries for a strong european research area,1
spin-offs,1
exper,1
researchers career,1
creation of the centre of excellence in smart forestry,1
forest 4.0,1
forestry management,1
research management and administration skills,1
ai-observer,1
scientific and innovation capacity,1
enhancing earth observation capabilities of the eratosthenes centre of excellence on disaster risk reduction through artificial intelligence,1
r&i competences,1
e3udres2 ent-r-e-novators,1
e3udres2 ent-r-e-novators: cooperating for excellence and impact in research and innovation,1
cross-disciplinary and cross-sectoral r&i networks,1
resilient food chain,1
excellence hub in green technologies: introducing innovation ecosystems in the mediterranean food value chain,1
excel4med,1
ctgct,1
bioscience entrepreneurship,1
centre of excellence for the technologies of gene and cell therapy,1
neurological diseases,1
cancer immunoterapy,1
advanced therapeutic medicinal products,1
two-dimensional acquisition for top-down native mass spectrometry of non-covalent protein complexes.,1
2d-topmass,1
o-glc-nac modifications of rna-binding proteins,1
o-glc-nac,1
omrp,1
rbps,1
iclip,1
o-glc-nacylation,1
rna interactions,1
protein-lipid interaction,1
genetic engineering as an approach to enhance the lipid-binding properties of the flowering locus t,1
the member of the phosphatidylethanolamine-binding protein family,1
ambient temperature,1
stickyft,1
liposome system,1
sustainable manufacturing,1
robotic manufacturing cells,1
twinning of centers of excellence,1
twinning iztech in robotics manufacturing systems,1
twin-it-romans,1
heoinua,1
horizon europe office in ukraine as the key national contact point (ncp),1
ebio-hub: chair of research centre in biomedical engineering,1
ebio-hub,1
research center,1
era chair,1
ted4lat,1
innovation and knowledge transfer,1
twinning in environmental data and dynamical systems modelling for latvia,1
regional sustainability,1
environmental data science,1
intermarriage,1
identity transoformations,1
sub-state ethnic minorities,1
wire filmeu,1
wire - widening innovation+research excellence in filmeu),1
innovation research,1
atomic and close-to-atomic scale manufacturing,1
ebeam,1
electron beam emergent additive manufacturing,1
atomic devices,1
hybrid-quantum classical algorithms,1
quantum computing for excellence in science and technology,1
quantum circuit design and error mitigation,1
quantum algorithms for physics,1
sustainable and resilient cities,1
tech. & social innovation,1
multidisciplinary challenge-based education,1
local partnership,1
incities,1
resilient & sustainable city,1
trailblazing inclusive,1
learning-by-developing,1
sga1-he,1
cost: europe's most empowering research programme strengthening science and innovation through research networking,1
embryovocs,1
embryo selection,1
assessment of volatile analysis for embryo selection during in vitro fertilisation,1
interceptive medicine,1
nimsb,1
mechanisms of disease,1
nova institute for medical systems biology,1
georgian artificial intelligence networking and twinning initiative,1
human activities recognition,1
gain,1
nar-sar-iph,1
regional center of excellence at the orbeli institute of physiology,1
capacity building nexus for monitoring water quality in multi-stressor areas: pilot study at the hellenic volcanic arc,1
anthropogenic,1
nexus-monarc,1
natural,1
multi-stressor,1
interstitials,1
co-doping,1
silicon solar cells,1
oxygen contaminated ingot,1
reduce defect sizes,1
vacancies,1
intrinsic defects,1
nitrogen on grown-in oxygen precipitates,1
reduce oxygen amount,1
enhancing the power conversion efficiency of monocrystalline nitrogen-doped silicon solar cells,1
urban resources,1
spatial sustainability,1
airport and seaport territory,1
a new approach to sustainable development of airport and seaport territory through citizen science: hubcities,1
hubcities,1
mps_nova,1
mps nova hub: advanced microphysiological systems and pluripotent stem cell technologies to unveil chronic disease mechanisms and host-microbe interactions,1
infection biology,1
symbiosis biology,1
innovative it tools for a circular textile economy: driving sustainability and resource efficiency.,1
clothing industry,1
aidesigntex,1
oer,1
nec2-mabs,1
engineered morphology,1
galvanic replacements,1
ni-rich,1
engineered cu-zrn@nico ldhs bifunctional cathode catalyst for high-performance metal-air batteries.,1
kirkendall diffusion,1
zrn,1
nico ldhs,1
establishing lensed supernovae as probes to address the hubble tension,1
pholos,1
poly(ionic liquids),1
co2 adsorption,1
high-performance adsorbents based on robust bijels stabilized by cellulose nanocrystals for direct air capture of co2,1
cellulose nanocrystals,1
handleco2,1
chemisorbents,1
unraveling the molecular core of conductivity in cable-bacteria nanowires for circular bioelectronics,1
eels,1
renistor,1
cable-bacteria,1
xanes,1
strengthening capacities and promoting innovation in plantomics at the university of sfax,1
inplantomics,1
crop biotechnology,1
healthy nutrition,1
resilience to climate change,1
phytopathogens,1
knowledge and experience transfer,1
excellence in research,1
building capacities for excellent research and innovation in democracy and policy through networking,1
democracy and policy,1
brridge,1
biolaweb,1
boosting institute of chemistry,1
indices for ecological status assessment,1
a research management office,1
technology and metallurgy in water biomonitoring,1
biomat4cast,1
biomat4cast  - petru poni institute of macromolecular chemistry multi-scale  in silico laboratory for complex and smart biomaterials,1
environmental burden of disease,1
best-cost,1
burden of disease based methods for estimating the socio-economic cost of environmental stressors,1
neuron to egg laying,1
neuronal control of fine movement components of egg laying in fruit fly,1
egg laying,1
bacstar,1
build and test of novel bacteria-delivered proteins for cancer therapy,1
glia-reprobesity,1
hypogonadism,1
kiss1,1
exploring the contribution of hypothalamic gliosis to the metabolic and reproductive complications of hypogonadism: translational implications for obesity-induced male hypogonadism.,1
mapping the extreme universe with deep neural networks: from simulations to rubin-lsst data,1
mapex,1
learndata,1
collective learning data lab,1
urban data science,1
travelling practices,1
hajj,1
travel,1
c. 1517-1800.,1
ottohajj,1
between the sacred and the mundane: a historical inquiry into travel and travelling practices on the ottoman pilgrimage road from üsküdar,1
ottoman,1
guidebooks,1
boost4bio,1
bio-entrepreneurship,1
bio-therapeutics bio-innovation,1
boosting bio-innovation and bio-entrepreneurship by establishing excellence in biomolecular engineering and synthetic biology,1
microbial biopesticides to control disease vectors and agricultural pests,1
microbiopest,1
onconanor,1
mesothelioma,1
self-amplifying rna,1
engineering the immunosuppressive microenvironment in mesothelioma with targeted lipidnanoparticles encapsulating self-amplifying rna,1
training in translational protocols for minimal invasive diagnosis and therapy in pancreatico-biliary cancers,1
pancreaticobiliary diseases,1
pancreatic organoids,1
trip,1
excellentia,1
era-chair: striving for excellence in forest ecosystem research,1
tree growth,1
frugal artificial intelligence and application in astrophysics,1
bio-surfactants,1
research innovation hub,1
twinn4microup,1
twinning innovation hub for microbial platforms in plastic upcycling,1
biopigments,1
mechano-enzymatic plastic degradation,1
synthetic microbial biotechnology,1
management enhancement,1
equality diversity and inclusion for research enhancement in bosnia herzegovina,1
edire,1
research enhancement,1
towards new treatments of psychiatric disorders - a systems-oriented approach,1
systems science,1
neuropharmacology,1
trepsy,1
neuropsychopharmacology,1
biopharmacy,1
structural changes,1
era priorities,1
natural products research at latvian institute of organic synthesis as a driver for excellence in innovation,1
natalion,1
biotechnologies,1
twinodis,1
data-driven decision support,1
smart ports,1
twinning for optimized decision intelligence in data-intensive environments,1
multi-energy systems,1
operations research,1
large-scale hybrid optimization,1
transforming access to excellence with successful alliances of higher education in digital agriculture,1
excellence in education,1
tallheda,1
agricultural education,1
agribusiness,1
urban biodiversity,1
cross-reis,1
cross-disciplinary network for research excellence in regenerative economy innovation eco-systems,1
circulation of tallents,1
circularity and social inclusion,1
innovation eco-system,1
esperance,1
era chair life sciences program to empower molecular and structural biology initiatives at upat,1
molecular techniques,1
advancing scientific collaboration in phage therapy for treating pseudomonas aeruginosa and staphylococcus aureus,1
asclepius,1
medical microwave systems,1
breast and axillary medical microwave imaging twinning,1
scouting and technology transfer,1
3batwin,1
radar and tomography microwave imaging,1
medical microwave imaging,1
heat impact,1
strengthening the research capacities for extreme weather events in romania,1
scewero,1
weather extremes,1
bioqantsense,1
twinning for excellence of the serbian research center for quantum biophotonics,1
talent attracion and development,1
tech transfer,1
training programme,1
glacerhub,1
glass-ceramic innovation ecosystem for implementation of new research directions in applications,1
pamfgal,1
ancestral molecular function of polycomb repressive complex 2 (prc2) in green algae lineage,1
alf,1
language of law,1
general jurisprudence,1
legal reasoning,1
advancing cooperation on the foundations of law,1
logic of law,1
theory of law,1
networking center for excellence in nanoelectronic devices for air monitoring,1
net4air,1
hs_msca_2021,1
regulation of dna replication origins during normal development and tumorigenesis,1
deciphering the neonatal shift in neurovascular coupling: a multimodal approach,1
sex-related differences,1
2bold,1
astrocytes-vascular interactions,1
molecular screening,1
medical data,1
interdisciplinary centre for artificial intelligence in medicine,1
ai4med,1
weak labels,1
missing data,1
labour and migration in southeast-europe,1
southeast-europe,1
enhancing capacities for quality and impactful research on transformations,1
retlami-see,1
drugs metabolism,1
diamond - discovering active microorganisms implicated in adverse drug effects,1
microbial skin communities,1
gas dynamics,1
pingo and pockmark formation,1
warmarctic,1
gas hydrate dynamics,1
impacts of changing climate on arctic shelf hydrogeology,1
entrapped gas,1
permafrost degradation,1
sediment-fluid interaction,1
arctic shelf hydrology,1
seafloor morphology,1
advanced wastewater treatment,1
twinning for smart water- thinking and rethinking wastewater management in circular economy frame,1
smartwatertwin,1
bilobed structural core,1
human serum transferrin,1
hdx-ms,1
protein evolution and function,1
astrocyte dopamine d1 receptor signaling in depression,1
d1-glia,1
and technological innovation in radiobiology,1
twinning to skyrocket scientific excellence towards individual radiosensitivity prediction by raising the bar in knowledge transfer,1
increase of iors scientific excellence,1
radexiorsboost,1
prostate cancer radiotherapy,1
strengthening of iors administrative capacity,1
individual radiosensitivity,1
electrocatalyst,1
tm-ldh,1
2d tm-ldh (layered double hydroxide) with low dimensions materials (mxene,1
and tmc) as flexible solid state and electrochemical supercapacitors and electrocatalyst.,1
electroactive organisms,1
guiding electron transfer at the microbe-electrode interface: the role of mtrcab,1
mtroute,1
extracellular electron transfer,1
multiheme cytochromes,1
bursaphelenchus xylophilus,1
biphynema,1
unravelling biocontrol and physiological challenges in pine wood nematode pathosystem,1
plant-pathogen transcriptomics,1
forest resilience,1
pine wilt disease,1
ecophysiolomics,1
twinning action for spreading excellence in artificial intelligence of things,1
aiotwin,1
cyril,1
cappadocian fathers,1
doctrine of the soul,1
iamblichus,1
tranex,1
christology,1
athanasius,1
transcendent nexus: rethinking mediatorial christology and the neoplatonic doctrine of pure souls in late antiquity,1
hermias,1
plato's reception,1
eusebius of caesarea,1
temco,1
transmission electron microscopy studies of charge-density waves in yba2cu3oy and erte3,1
from next generation sequencing microorganisms  towards ecofriendly biotech based products,1
ngs-4-ecoprod,1
monarchism,1
liberty,1
and the invention of modern liberty,1
the reforming spirit in the age of revolutions: the counts of bernstorff,1
reformarchy,1
enlightened reform,1
commercial society,1
commercial monarchy,1
fortifying the automated smartphone-based cough audio classification for rapid triage testing for tuberculosis project,1
4-cage-tb,1
history of modern south asia,1
longemergency,1
history of postcolonial states,1
labour and the railway strike of 1974.,1
the long emergency: the postcolonial state,1
indian history,1
population interconnectivity and technological trajectories in southern africa during the mis3 through replicable lithic analysis,1
african prehistory,1
cultural transmission,1
rstone,1
msa,1
machine learning methods in chemistry,1
hydrogen storage in electric field responsive metal organic frameworks studied by machine learning potentials,1
hydromof,1
skeletal alteration of bioactive polycyclic molecules by catalytic ring-opening/cross-metathesis,1
alkenyl halides,1
polycyclic natural products,1
metedit,1
oncofetal_ploidy,1
aneuploidy tolerance,1
cell cycle checkpoints,1
understanding aneuploidy tolerance in cancer by studying early embryogenesis,1
asterfields,1
measuring the energetic cost of generating biological order,1
biological dynamics,1
deep learning the dark universe with gravitational waves,1
deledda,1
nonlinear analysis for virtual design of composite deployable space booms and membranes,1
deployable structures,1
multibody analysis,1
nonlinear mechanics,1
novitas,1
investigation of the ignition of a wall-impinging jet on a hot surface: fuel jet and liquid gas jet,1
thz sources,1
non-equilibrium correlated states and applications.,1
plasmons,1
lightmode,1
light-matter-interactions,1
off-resonant parametric control over thz collective modes in correlated materials: complex driving protocols,1
floquet-engineering,1
hund insulators,1
strongly correlated materials,1
epr states,1
non-equilibrium states of matter,1
magnons,1
monusen,1
montenegrin center for underwater sensor networks,1
underwater robotics,1
underwater sensor networks,1
pronacore,1
glycan-coated protein(oid) nanocarriers for the delivery and controlled release  of anticancer agents,1
breakthrough innovation,1
wire 2022,1
towards a leading europe in breakthrough innovation.,1
hybrid 2d systems,1
layered compounds,1
streacs,1
strengthening research in armenia for energy transition toward climate solutions,1
biofilm modelling,1
biofilms reproducibility,1
e.biofilm,1
engineered biofilms,1
biofilm analysis,1
biofilm reactors,1
creation of a group of excellence on engineered biofilms,1
terais,1
towards excellent robotics and artificial intelligence at a slovak university,1
viscoelastic interactions of the brain tissue with brain-computer interfaces,1
vibrate,1
fractional-order models,1
plantecon,1
medicinal plant trade,1
sociocultural price formation,1
traditional asian medicine,1
the sociocultural formation of prices in mongolian medicinal plant supply chains,1
activity-based probe,1
urm1,1
identification and characterization of cellular deurmylases,1
msca_dk_2021,1
posttranslational modification,1
21st century skills,1
computational thinking,1
transeet,1
transforming education with emerging technologies,1
steam education,1
educational transformation,1
forgreensoft,1
green soft matter,1
advancing research & innovation of forth in green soft matter,1
smart windows for zero energy buildings,1
sweb,1
epistemology of science,1
the epistemology of dark matter and modified gravity,1
andromeda,1
neuropsychiatric disorders,1
same-neuroid,1
standardized approaches to modelling and examination  of neuropsychiatric disorders,1
standard operating procedures,1
excellence and competitiveness in marine algae aquaculture for a sustainable black sea,1
ex-aqua,1
common maritime agenda,1
marine aquaculture,1
twinning for excellence in smart and resilient urban development: advanced data analytics approach,1
ur-data,1
egyptian gods,1
egyptian cults in ancient thrace – spread,1
extent and interaction,1
hellenistic and imperial ages,1
ancient thrace,1
isiac cults,1
ecat,1
european cultural heritage,1
historical discourse,1
american latin women writers,1
sus-bio-plastics,1
recycling process trains of waste bioplastics,1
nuca,1
the neural underpinnings of childhood adversity,1
establishing the center for environmental and technology ethics - prague,1
cete-p,1
technology ethics,1
intraoral scanning in dental caries,1
intraoral scanning,1
dental caries,1
digital dentistry,1
iosc,1
bioinformatics for genomics in malta,1
biogemt,1
microprot,1
impact of microplastics originating from formula preparation on protein digestion in infant digestion models,1
unipolar brush cells,1
medulloblastoma,1
origin4mb,1
uncovering the cell of origin of group 4 medulloblastoma,1
cell of origin,1
lentiviral infection,1
era chair in data spaces for cultural heritage,1
dispatches,1
twinning to build an industrial ecosystem around the core principles of industry4.0 and the digital twin,1
twin4twin,1
smart factory,1
pattspin,1
softmatter,1
pattern formation in systems of magnetic spinners,1
twinning microplastic-free environment,1
e-tools,1
and staff exchange,1
bioarcheology of the late mesolithic,1
the last hunter-gatherers of europe,1
virtual anthropology,1
muge,1
learning environments,1
ecosystem mapping,1
digital water skilling & capacity building,1
transforming advanced water skilling through the creation of a network of extended-reality water emulative centres,1
waterline,1
technology & knowledge transfer,1
resdinet,1
climatic change,1
spruce,1
ips typographus,1
network for novel remote sensing technologies in forest disturbance ecology,1
bark beetle,1
tree physiology,1
strengthening the research capacity of turkey in innovative business models for the hospitality sector,1
schizosaccharomyces pombe,1
increasing metabolic engineering efficiency using a conditionally quiescent fission yeast mutant,1
quiescentfactory,1
doki,1
obesity and the kidney,1
monuments,1
condem,1
architects,1
conservation and demolition of architectural heritage in times of transformation:  politics of memory versus politics of professionalization,1
contentious heritage,1
post-socialism,1
regime change,1
nation-state building,1
natural disaster,1
reslovi,1
time is (not) on my side: remembering victims of slow violence in a post-conflict and post-disaster setting (reslovi),1
literature of the post-soviet diaspora,1
turkish literature,1
israeli literature,1
post-soviet literature,1
russian literature,1
diaspora and transnationalism,1
posolit,1
inositol hexaphosphate,1
matrix protein,1
and x-ray crystallography,1
small island states,1
small island and developing states,1
sub-national island jurisdictions,1
scaling up early and late effects research in lithuanian childhood cancer survivors through education and twinning,1
late effects,1
survivors,1
childhood cancer,1
polymer characterisation,1
ippt_twinn,1
reinforcing the scientific excellence and innovation capacity in polymer processing technologies of the faculty of polymer technology,1
south eastern mediterranean excellence development in fire research,1
fire modelling,1
fire safety management,1
interagency exchange,1
semedfire,1
technological and innovation excellence of iors,1
stepupiors,1
rectal cancer,1
chemoradiotherapy,1
twinning for a european consortium of rectal cancer research institutions through stepping up scientific,1
sustainable industrial design of textile structures for composites,1
technical textiles,1
sustdesigntex,1
textile structure,1
embroidery,1
textile reinforced composites,1
design aesthetics,1
crystals4skin,1
rational development of nanocrystalline drugs for skin administration,1
molecular life of plants era chair,1
molipec,1
better life,1
joint governance structures,1
socially engaged research,1
ecosystem collaboration (quadruple helix engagement),1
bringing excellence to transformative socially engaged research in life sciences through integrated digital centers,1
early career research,1
natgencrop,1
employing the natural genetic variation to improve nutritional properties and stress tolerance in vegetable crops,1
open and reliable,1
excellent science with impact,1
cross-disciplinarity,1
excelscior,1
research methods and practices,1
equalnovaera,1
towards a more equal and fair society: nova sbe as an international reference institution in addressing inequalities’ drivers and effects.,1
ai-2 prodrugs,1
development of new ai-2 prodrugs and chemical probes to study the microbiota of the mammalian gastro-intestinal tract,1
ai-2,1
digibio,1
centre for digitalisation of biology towards the next-generation of biosustainable products,1
biosustainability,1
plastifuel,1
the development of hetero structured nanofibrous microrobot for upcycling of microplastics integrated with hydrogen evolution: from trash to treasure,1
photo-electro reforming,1
3d hybrid nanofibrous materials,1
agricultural irrigation,1
smart4env,1
water and wastewater,1
enhancing the scientific capacity of tubitak mam in the field of smart environmental technologies for climate change challenges,1
smart environmental solutions,1
forgenom ii,1
fostering excellence in advanced genomics and proteomics research at comenius university in bratislava,1
cross-sectoral cooperation,1
use ipm,1
up-skilling researchers for sustainable entrepreneurship based on innovation process management,1
cost-effective lifi-based free space optical communication to connect hospitals departments -clinics and home care patients for next generation hospitals,1
development of ultra speed,1
lififso,1
atmospheric effects,1
scientific and administrative exchange,1
nanocatalysis,1
decomposition of methanol,1
scientific event,1
scientific excellence in nano-catalysis at the heyrovský institute,1
summer school,1
international conference,1
substantiality,1
on the substantiality of aristotelian substances,1
transgenerational studies,1
project administration,1
enhancing non-communicable disease research excellence through zebrafish capacity building,1
zebrafish xenograft model,1
zencure,1
transgenic zebrafish lines,1
long-endurance cooperative robotic technologies for localisation of targets during emergency incidents – twinning for excellence,1
cyber-resilient marine navigation,1
search and rescue operations,1
long-endurance robotics,1
unmanned underwater vessels,1
lorelei-x,1
autonomous launch and recovery operations,1
nonextensive statistical mechanics,1
generalized nonextensive power-law transverse momentum spectra and their applications in high-energy collision physics,1
hadron transverse momentum spectra,1
high-energy collisions,1
contested conditions in the wake of covid-19: relations between autobiography,1
stigmatized illness,1
contemporary autobiography,1
german and polish cultural studies,1
contested bios,1
and illness,1
illness narratives as media practice,1
ditartis,1
network of excellence in digital technologies and ai solutions for electromechanical and power systems applications,1
electromechanical systems,1
twinning partnership,1
just green transition,1
foster research excellence for green transition in the western balkans,1
climate change adaptation and mitigation,1
greenforce,1
collaborative r&i models,1
nmdar-dcm,1
profiling nmda receptor in schizophrenia and predicting clinical trajectories from rseeg using dynamic causal modelling,1
sarcoma,1
dsrct-car,1
desmoplastic small round cell tumor on the spotlight: introducing car-t cell therapy.,1
advanced epigenetics studies to increase the research and innovations capacity of the roumen tsanev institute of molecular biology of the bulgarian academy of sciences,1
biochemistry and molecular biology,1
chromatin structure and function,1
bulgarian epigenetics r&i hub,1
genetics and genomics,1
aegis-imb,1
tilos,1
tunable charge injection layers for organic semiconductors,1
impossible things workshops,1
european outermost region,1
atlantic islands,1
deep-sea research,1
twilighted,1
global hub to explore the deep,1
twinning laboratory for an innovative,1
low-cost research tools,1
developing neural crest organoids with inducible neuroblastoma to model chemoresistance in mycn amplification related high-risk cases,1
neuroblastorg,1
standing up for refugee peers: promoting youth's prosocial bystander responses to intergroup bullying,1
intergroup bullying,1
self-efficacy,1
justice sensitivity,1
intergroup contact,1
victimization of syrian refugees in turkey,1
bystander responses,1
prejudice and discrimination,1
probact,1
date rape drugs,1
electrified liquid-liquid interfaces supported in 3d printed platforms for rapid detection of benzodiazepine date rape drugs,1
benzodiazepine,1
e-gainstrapedrugs,1
drug-facilitated crimes,1
psychoactive drugs,1
electro-conductive polymeric 3d scaffolds as novel strategies for biomedical applications,1
conductive biomaterials,1
esculape,1
pro-active pandemic crisis ethics and integrity framework,1
public health ethics,1
pandemic ethics,1
prepared,1
entwine,1
outcomes of plant invasions in deadwood fungi and insect communities,1
bioconnect,1
bioconnect: developing the action plan to foster baltic region innovation ecosystem in biotechnology and synthetic biology,1
metastable quasicrystals,1
friction stir welding of innovative high strength aluminium alloys,1
high strength lightweight materials,1
electron backscatter diffraction,1
and boron chemistry,1
organic light emitting diodes,1
honesty,1
high performance organic narrowband emitters for stable blue oleds,1
narrowband materials,1
structural variations,1
pangenomes,1
asva-cgr,1
algorithms for structural variation analysis in challenging genomic regions,1
string algorithms,1
neurowelfare in cts,1
basic income welfare's moral grammar debt\trust judgment,1
neurowelfare in cash transfers measures (cts): do welfare cash transfers show different brain activity and improve equality?,1
social neuroscience eegs translational neurosociology cash transfers schemes conditioned\unconditioned,1
deep-red,1
narrowband emission,1
drnirmrdf,1
efficiency roll-off,1
mr-tadf,1
deep-red/nir multi-resonance delayed fluorescence emitters for efficient oleds,1
oleds,1
ionophores,1
atomic force microcopy (afm),1
probing the cell ion channels with functionalized atomic force microscopy tips and electrodes tested on biomimetic membranes embedding ionophores,1
probioncell,1
cell receptors,1
artemide,1
outdoor space self-calibrating thermoelasticity-based fatigue damage identification,1
gene reglation,1
phenoevo,1
molecular basis and the role of phenotypic plasticity in thermal adaptation,1
thermal adaptation,1
sahara,1
early homo sapiens,1
biogeography and behavioral adaptations of late quaternary hunter gatherers in the sahara,1
coal pollution,1
transition from sail to steam,1
medical history,1
steamships,1
polluting steamships: technology and environment in the european maritime world (1830s-1920s),1
pollsteam,1
symphysai,1
symbolic regression,1
symbolic artificial intelligence for hidden topological orders in quantum physics,1
ancient religion,1
theam,1
and epiphany in the ancient mediterranean,1
archaeology of cult practices,1
unravelling the mechanisms for recruitment and activation of septal peptidoglycan hydrolases in staphylococcus aureus,1
septum splitting,1
spatiotemporal regulation,1
lipo- and wall-teichoic acids,1
peptidoglycan hydrolases,1
septal_pg_hydrolases,1
septum maturation,1
conceptualization and operationalization of minorities in the practice of un treaty bodies,1
un human rights treaty bodies,1
mincoop,1
operationalization,1
conceptualization,1
orthodox theology,1
contemplation,1
ascent to the kingdom: the eucharistic ethics of maximos confessor,1
akeemc,1
the virtues,1
maximus confessor,1
investigating gender-based discrimination: unveiling the underlying mechanisms,1
unveilgbd,1
gender-based discrimination,1
social-ecological theory,1
transdermal delivery,1
binding dynamics,1
enzyme immobilization for enhanced transdermal penetration of bioactive compounds for treating skin diseases,1
enhance-skin,1
plasmonic enhancement,1
spatial light manipulation,1
plasmonic magnifiers of single molecule dynamics,1
plasmag,1
techoeconomic analysis,1
structured catalysts,1
process electrification,1
intensification of methane upgrading into ethylene via additive manufacturing of nanosecond pulsed plasma reactor,1
disch4rg3d,1
carbon nanofibers,1
substances,1
per and poly-fluoroalkyl,1
cold atmospheric plasma,1
development of innovative membrane and cold atmospheric plasma reactor for the degradation of per- and polyfluoroalkyl substances (pfas),1
memb-cap,1
emerging organic pollutants,1
optimizing energy efficiency with pcm integration in portuguese residences,1
pcm integration,1
3d-ee-struct,1
2d semiconductor ferroelectric based switchable optoelectronics,1
2dsfso,1
flavour2healthychild,1
overweight,1
saliva-flavour interactions,1
healthy lifestyle,1
changes in salivary proteome and flavour perception induced by a physical activity program in overweight and obese children,1
salivary proteome,1
healthy diets,1
oral flavour perception,1
diabetic neuropathy: a study on the effects of insulin resistance on its pathophysiology and a randomized clinical trial to prevent neural loss,1
lens fluorescence biomicroscope,1
sensediabetes,1
corneal confocal microscopy,1
glucagon-like peptide-1 receptor agonists,1
diabetic neuropathy,1
the mutual effect of levels of trust and regulation over time: analyzing energy regulation in the european union,1
truregen,1
